שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
ניני קאי,"מסעדה אסייתית, מוקפצים, סושי",סושי-אסייאתי,"א-ה: 13:00-22:00
שישי: 
שבת: 20:30-22:30",מלון רויאל גארדן,,8413*,ישיבה במסעדה,כשר,N,מסעדה,אילת,אילת,N,29.550380,34.963182
גרקו,מסעדה יוונית טברנה,"חלבי,ים תיכוני","א-ה: ב'-ד' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",מלון רויאל גארדן,,8413*,ישיבה במסעדה,,Y,מסעדה,אילת,אילת,N,29.548825,34.963531
Orien Top,"מסעדת דגים, בשרים ואלכוהול","בשרים,דגים","א-ה: 19:30-23:00
שישי: 
שבת: ",מלון אוריינט,,02-5699092,ישיבה במסעדה,כשר,Y,מסעדה,ירושלים,ירושלים,N,31.766568,35.223101
ראנץ' האוס,מסעדת בשרים,בשרים,"א-ה: 18:00-22:00
שישי: 18:00-22:00
שבת: 18:00-22:00",מלון מצפה הימים,,04-6994523,ישיבה במסעדה,,Y,מסעדה,ראש פינה,צפון,N,32.957895,35.533226
ראנץ' האוס,מסעדת בשרים,בשרים,"א-ה: 
שישי: 
שבת: ",מלון נבו,,08-6689666/09,ישיבה במסעדה,כשר,Y,מסעדה,עין בוקק,דרום,N,31.192979,35.361058
JBURGER,פודטארק - המבורגרים טבעונית,צמחוני-טבעוני,"א-ה: א' 13:00-19:00 ג'-ה' 12:30-19:00
שישי: 12:00-16:00
שבת: 12:00-18:00",מתחפ חוצות שפיים,,054-4402208,ישיבה במסעדה,,N,מסעדה,שפיים,שרון,N,32.220833,34.828323
לה קוצ'ינה קיוסק,מסעדה איטלקית,איטלקי,"א-ה: 12:00-22:00
שישי: 12:00-22:00
שבת: בר- 09:00-22:00 מטבח 12:00-22:00",הירקון 298,,8413*,ישיבה במסעדה,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.096354,34.774813
קומפנייא,מאכלים בסגנון ביתי,"בשרים,ים תיכוני,מזרחי","א-ה: 10:30-15:30
שישי: 08:00-14:00
שבת: ",התדהר 7 בית מנצור,coompaniya.co.il,09-7666691,ישיבה במסעדה,כשר,Y,מסעדה,רעננה,שרון,N,32.194238,34.883455
מרינה דלאל,מטבח ים תיכוני במלון קרלטון,"דגים,ים תיכוני","א-ה: 10:00-20:00
שישי: 10:00-20:00
שבת: 10:00-20:00",אליעזר פרי 14,,03-5109292,ישיבה במסעדה,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.085590,34.769501
גשן,"מסעדת בשרים, ביסטרו","בשרים,ים תיכוני","א-ה: 12:00-22:30
שישי: 
שבת: ",נחלת בנימין 30,,03-5600766,ישיבה במסעדה,כשר,N,מסעדה,תל אביב - יפו,מרכז,N,32.065613,34.770616
גנדי,מסעדת רחוב הודית ,"הודי,צמחוני-טבעוני","א-ה: 11:00-16:00 | 18:00-22:00
שישי: 
שבת: ",אבן גבירול 30,gandhitlv.co.il,053-3888722,ישיבה במסעדה,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.075070,34.781887
אינדירה,מסעדה הודית אותנטית,"הודי,צמחוני-טבעוני","א-ה: 12:00-22:30
שישי: 13:00-24:00
שבת: ",שאול המלך 4,www.indira.co.il,03-6954437,ישיבה במסעדה,,N,מסעדה,תל אביב - יפו,מרכז,N,32.075474,34.782377
NAMA,"מסעדת בשרית, בר יין","בר-פאב,בשרים","א-ה: 12:00-23:00
שישי: 12:00-עד שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 23:00",הרקיע 1,,04-9994966,ישיבה במסעדה,כשר,Y,מסעדה,קיסריה,צפון,N,32.487173,34.910080
טאטי בראסרי,"בשרי, דגים, פסטות ועוד ","איטלקי,בשרים,דגים","א-ה: 12:00-00:00
שישי: 
שבת: ",אברהם גירון 3,,03-5392500,ישיבה במסעדה,,Y,מסעדה,יהוד-מונוסון,מרכז,N,32.027305,34.894987
שווארמה רפאל,מסעדה מזרחית ,"בשרים,מזרחי","א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: שעה מצאת השבת - 23:30",דם המכבים 42,,072-3926712,ישיבה במסעדה,כשר בהשגחת רבנות מודיעין,N,מסעדה,מודיעין-מכבים-רעות,ירושלים,N,31.903934,35.006749
קרניבר,מסעדת המבורגרים,"בשרים,מזרחי","א-ה: 10:30-23:00
שישי: 
שבת: צאת שבת -01:00",יוסף סמלו 7,,08-6673656,ישיבה במסעדה,כשר,Y,מסעדה,נתיבות,דרום,N,31.422572,34.599052
הדיקטטור,רשת המבורגרים,בשרים,"א-ה: א'-ד' 11:00-00:00ה' 11:00-02:00
שישי: 11:00-02:00
שבת: 12:00-00:00",שד' אחי אילת 19,,053-7207012,ישיבה במסעדה,כשר,Y,מסעדה,חיפה,צפון,N,32.821030,35.070281
הדיקטטור,רשת המבורגרים,בשרים,"א-ה: א'-ד' 11:00-00:00ה' 11:00-02:00
שישי: 11:00-02:00
שבת: 12:00-00:00",שד' מוריה 105,,053-7207013,ישיבה במסעדה,,N,מסעדה,חיפה,צפון,N,32.790547,34.986676
פיטמאסטר ,מסעדת בשרים,בשרים,"א-ה: א'-ד' 20:00-23:00 ה' 18:00-21:00
שישי: 
שבת: 21:15-00:15",הרצל 12,pitmaster.show,,ישיבה במסעדה,כשר,Y,מסעדה,באר שבע,דרום,N,31.238586,34.787244
קסבה,מסעדת בשרים,"בשרים,מזרחי","א-ה: א'-ד' 11:00-21:00 ה' 11:00-23:00
שישי: 10:00-13:00
שבת: ",דם המכבים 28,,072-3910307,ישיבה במסעדה,כשר,Y,מסעדה,מודיעין-מכבים-רעות,ירושלים,N,31.906102,35.005829
טוקיו,מסעדה יפנית מכבדת בישיבה במסעדה בלבד,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-00:30
שישי: 11:00-16:00 שעון קיץ
שבת: 20:30-00:30",שדרות יוסף לישנסקי 4,tokyo-sushi-bar.co.il,03-7788544,ישיבה במסעדה,כשר,N,מסעדה,ראשון לציון,מרכז,N,31.988087,34.764585
בני הדייג,"מסעדת דגים, בשרים","בשרים,דגים","א-ה: 09:00-00:00
שישי: 09:00-00:00
שבת: 09:00-00:00","יורדי הסירה 1, נמל תל אביב",,03-5440518,ישיבה במסעדה,,N,מסעדה,תל אביב - יפו,מרכז,N,32.096230,34.773367
יאנק,מסעדת המבורגרים,בשרים,"א-ה: 08:00-23:00
שישי: 08:00-23:00
שבת: 08:00-23:00",בכניסה לקיבוץ יפעת,,04-6548831,ישיבה במסעדה,,N,מסעדה,יפעת,צפון,N,32.674560,35.221461
גרקו,מסעדת יוונית - טברנה לא כולל עסקיות,"איטלקי,חלבי,טאפסים,ים תיכוני","א-ה: 11:00-00:00
שישי: 11:00-00:00
שבת: 11:00-00:00",אבא אבן 9,,09-7404747,ישיבה במסעדה,,N,מסעדה,הרצליה,שרון,N,32.162262,34.808837
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",אבשלום גיסין 15,pizza-story.co.il,,ישיבה במסעדה,כשר,N,מסעדה,פתח תקווה,מרכז,N,32.097829,34.882282
הולנד צ'יפס,פיש אנד ציפס,"דגים,ים תיכוני","א-ה: א'-ג'- 11:00-21:30 ד'-ה' 11:00-23:00
שישי: 11:00-16:00 - בשעון חוף עד 15:00
שבת: ",רוגוזין 74,,077-2005463,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,אשדוד,דרום,N,31.800119,34.637152
פיצה פאי,פיצה בעבודת יד ,"איטלקי,חלבי","א-ה: 11:00-22:30
שישי: 
שבת: ","שדרות יצחק רבין 10, סינמה סיטי",,02-6446655,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,ירושלים,ירושלים,N,31.782535,35.209719
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,חלבי","א-ה: 08:00-21:00
שישי: 08:00-14:00
שבת: חצי שעה מצאת השבת - 22:00",קניון רננים,,09-7446000,ישיבה במסעדה,"כשר בד""צ בית יוסף",Y,מסעדה,רעננה,שרון,N,32.197426,34.878035
ג'ויה,מסעדה איטלקית,"איטלקי,חלבי","א-ה: א'-ד' 12:00-23:00 ה' 12:00-23:30
שישי: 09:00-15:00
שבת: ","מתתיהו הכהן 1 מע""ר",,,ישיבה במסעדה,כשר,Y,מסעדה,מודיעין-מכבים-רעות,ירושלים,N,31.905699,35.005315
קיטשן בראסרי,מסעדה חלבית,"איטלקי,בית קפה,חלבי","א-ה: 09:00-00:00
שישי: 08:30-13:30
שבת: ",האירוס 2 קניותר,,073-3277207,ישיבה במסעדה,כשר למהדרין,N,מסעדה,נס ציונה,מרכז,N,31.930555,34.798048
טונינו,מסעדה איטלקית חלבית ,"איטלקי,חלבי","א-ה: 11:30-20:00
שישי: 
שבת: ",דוד אלעזר 22 מתחם שרונה,,050-2451373,ישיבה במסעדה,כשר רבנות תל אביב,Y,מסעדה,תל אביב - יפו,מרכז,N,32.071797,34.787814
סלון יווני,מסעדה יוונית טברנה ,"חלבי,ים תיכוני,צמחוני-טבעוני","א-ה: 18:00-23:30
שישי: 12:00-15:00
שבת: 21:00-00:00",המאה ועשרים 4,,052-5575075,ישיבה במסעדה,,Y,מסעדה,ראשון לציון,מרכז,N,31.980651,34.747927
סלון יווני,מסעדה יוונית טברנה ,"חלבי,ים תיכוני,צמחוני-טבעוני","א-ה: 14:00-23:00
שישי: 12:00-16:00
שבת: 21:00-00:00",דוד רמז 4,,052-5575075,ישיבה במסעדה,,Y,מסעדה,ירושלים,ירושלים,N,31.767236,35.224608
המעדניה,אוכל ביתי טרי,"בשרים,דגים,ים תיכוני,מזרחי","א-ה: 08:00-20:00
שישי: 08:00-14:30
שבת: ",האירוסים 32,,08-9396162,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,נס ציונה,מרכז,N,31.930643,34.797478
פיצה סטורי,פיצרייה,"איטלקי,חלבי","א-ה: 12:00-22:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",הארז 1,pizza-story.co.il,,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,צפריה,מרכז,N,32.004371,34.854965
ביגה,בית קפה מסעדה חלבית,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 08:00-23:00
שישי: 07:00-15:00
שבת: ",העצמאות 63,biga-bakery.co.il,03-7508555,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,פתח תקווה,מרכז,N,32.074569,34.870766
מוקפצין,מסעדה אסייתית,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:30-23:00
שישי: 
שבת: צאת שבת-23:00",המלאכה 4,,08-9988688,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,אופקים,דרום,N,31.319534,34.620551
בן המלך,מסעדת בשרים ודגים,"בשרים,דגים","א-ה: 10:00-23:00
שישי: 11:00-15:00
שבת: ",צומת מגדל,,050-7222313,ישיבה במסעדה,כשר,Y,מסעדה,מגדל,צפון,N,32.836420,35.509891
BULLS,המבורגר שף,בשרים,"א-ה: א-ד' 12:00-00:00 ה' 12:00-02:00
שישי: 12:00-16:00
שבת: 19:00-00:00",המרגנית 1 ליד הטכניון,,1700-700722,ישיבה במסעדה,כשר,Y,מסעדה,נשר,צפון,N,32.773860,35.030104
סוזנה ,ביסטרו  בר מסעדה בשרית ,בשרים,"א-ה: 12:00-16:00  18:00-23:00
שישי: 
שבת: ",כפר אמנים אניעם,,050-4377366,ישיבה במסעדה,כשר,Y,מסעדה,אניעם,צפון,N,32.958536,35.742232
COLORTO,מסעדה איטלקית ,"איטלקי,חלבי","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-3:00",חלקיקי האור 16,,053-2558956,ישיבה במסעדה,,Y,מסעדה,באר שבע,דרום,N,31.264155,34.812624
סלון יווני,מסעדה יוונית טברנה ,"חלבי,ים תיכוני,צמחוני-טבעוני","א-ה: א'-ד' 18:00-23:00 ה' 18:00-00:00
שישי: 11:00-15:00
שבת: 19:30-00:00",קניון מול קומה 2,,052-5828875,ישיבה במסעדה,,Y,מסעדה,זכרון יעקב,צפון,Y,32.569133,34.933552
גרקו,מסעדת יוונית - טברנה לא כולל עסקיות,"דגים,חלבי,טאפסים,ים תיכוני,צמחוני-טבעוני","א-ה: 11:00-00:00
שישי: 11:00-00:00
שבת: 11:00-00:00",משה בקר 15,,03-6518876,ישיבה במסעדה,,Y,מסעדה,ראשון לציון,מרכז,Y,31.975436,34.808882
פיצה פונגי,פיצרייה,"איטלקי,חלבי","א-ה: 18:00-04:00
שישי: 18:00-04:00
שבת: 18:00-04:00","מרכז התיירות החדש, אילת",,08-6341666,"ישיבה במסעדה,איסוף עצמי",,Y,מסעדה,אילת,אילת,Y,29.551039,34.952506
מלודי,מסעדה איטלקית ,"איטלקי,חלבי","א-ה: 17:00-23:00
שישי: 
שבת: 20:30-23:30",שדרות התמרים 20,,08-9232303,ישיבה במסעדה,כשר,N,מסעדה,אילת,אילת,Y,29.557504,34.951263
פאפי,מסעדת בשרים,בשרים,"א-ה: 13:00-22:00
שישי: 13:00-22:00
שבת: 13:00-22:00",דרך הערבה בכניסה לעיר אילת,,08-6331549,ישיבה במסעדה,,N,מסעדה,אילת,אילת,Y,29.562457,34.959232
פאגו Fish&Grill,"מסעדת שף דגים,  בשרים ","בשרים,דגים","א-ה: 18:00-22:30
שישי: 17:00-23:00
שבת: 13:00-22:30",המים 99,,08-6376660,ישיבה במסעדה,,Y,מסעדה,אילת,אילת,Y,29.553708,34.969650
גרקו,מסעדת יוונית - טברנה לא כולל עסקיות,"בר-פאב,דגים,חלבי,ים תיכוני","א-ה: 12:00-23:00
שישי: 10:00-23:00
שבת: ",גרינברג 25,,,ישיבה במסעדה,,N,מסעדה,תל אביב - יפו,מרכז,Y,32.130378,34.792359
space,תפריט בשרים טריים,"סושי-אסייאתי,בשרים,דגים","א-ה: 12:00-לקוח אחרון
שישי: 12:00-15:00
שבת: שעה לאחר צאת השבת - לקוח אחרון",הזית 104,,08-8677210,ישיבה במסעדה,כשר,Y,מסעדה,אמונים,דרום,Y,31.747231,34.669452
מקס ברנר ,"בית קפה, ארוחות בוקר, מתוקים וקינוחים","בית קפה,מתוקים-קינוחים","א-ה: א',ב',ג',ה' 10:00-00:00, ד' 12:00-00:00
שישי: 16:00-01:30
שבת: 14:00-23:00","גבורי ישראל 17 א""ת פולג",www.max-brenner.co.il,09-8858500,"ישיבה במסעדה,איסוף עצמי",,N,"מסעדה,בית קפה",נתניה,שרון,N,32.282339,34.861620
מקס ברנר,בית קפה מתוקים וקינוחים,"בית קפה,מתוקים-קינוחים","א-ה: א'-ד' 16:00-23:00 ה' 16:00-00:00
שישי: 10:00-00:00
שבת: 10:00-01:30",השחם 30,www.max-brenner.co.il,,"ישיבה במסעדה,איסוף עצמי",,Y,"מסעדה,בית קפה",פתח תקווה,מרכז,N,32.086505,34.858903
ביגה,בית קפה מסעדה חלבית,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 09:00-21:00
שישי: 09:00-13:00
שבת: ",גלובוס סנטר חוף אשקלון,biga-bakery.co.il,050-9730777,ישיבה במסעדה,כשר למהדרין,N,"מסעדה,בית קפה",אשקלון,דרום,N,31.626941,34.583663
התסביח,התסביח-מדברים אוכל ,"בית קפה,חלבי,ים תיכוני,כריכים-סלטים","א-ה: 09:00-00:00
שישי: 09:00-17:30
שבת: מצאת השבת - 00:30",סוקולוב 70,,054-2206402,ישיבה במסעדה,,N,"מסעדה,בית קפה",רמת השרון,מרכז,N,32.145682,34.838656
קפה קפה ,בית קפה  מסעדה חלבית,"בית קפה,חלבי,כריכים-סלטים","א-ה: 08:00-00:00
שישי: 08:00- עד 3 שעות לפני כניסת שבת
שבת: שעה וחצי לאחר צאת השבת - 00:00",יוני נתניהו 25,,03-5324573,"ישיבה במסעדה,איסוף עצמי",כשרות הרב מחפוד,Y,"מסעדה,בית קפה",גבעת שמואל,מרכז,N,32.076977,34.855304
בליקר בייקרי,בית קפה ומסעדה איטלקית,"בית קפה,כריכים-סלטים","א-ה: 08:30-לקוח אחרון
שישי: 08:00- שעה לפני כניסת שבת
שבת: חצי שעה מצאת השבת-לקוח אחרון",דרך הדרום 22,,08-6806969,ישיבה במסעדה,כשר,N,"מסעדה,בית קפה",קריית גת,דרום,N,31.605156,34.777697
קיטשן בראסרי,בית קפה מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 09:30-22:00
שישי: 09:00-13:00
שבת: ",ירמיהו 43,,052-7080803,ישיבה במסעדה,כשר למהדרין,N,"מסעדה,בית קפה",ירושלים,ירושלים,N,31.790022,35.200846
ביגה,בית קפה  מסעדה חלבית - מכובד בישיבה במסעדה בלבד,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-21:30
שישי: 08:00-14:00
שבת: ",רפופורט 3,biga-bakery.co.il,09-8996211,ישיבה במסעדה,כשר,N,"מסעדה,בית קפה",כפר סבא,שרון,N,32.192714,34.891610
נקודת לחם - קפה מפל,בית קפה מאפיה קונדיטוריה,"בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 06:00-18:00
שישי: 06:00-15:00
שבת: ",ויצמן 6,www.cakenet.co.i,054-8822655,"ישיבה במסעדה,איסוף עצמי,משלוחים",,N,"מסעדה,בית קפה",רמת השרון,שרון,N,32.146541,34.838017
קפה גרג,בית קפה מסעדה,בית קפה,"א-ה: 07:30-23:00
שישי: 07:30-13:00
שבת: ",הבנאי 5,gregcafe.co.il/,03-9303372,ישיבה במסעדה,כשר למהדרין,Y,"מסעדה,בית קפה",אריאל,מרכז,N,32.100706,35.170128
ג'ויה,מסעדה איטלקית,"איטלקי,בית קפה,דגים,חלבי","א-ה: 12:00-23:00 - לא כולל עסקיות
שישי: 
שבת: שעה לאחר צאת השבת - 23:00",פרדס רימונים 2,joya.co.il/,077-9386104,ישיבה במסעדה,כשר,N,"מסעדה,בית קפה",אור עקיבא,צפון,N,32.484507,34.915879
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,חלבי","א-ה: 08:15-22:00
שישי: 08:15-14:00
שבת: שעה מצאת השבת - 23:00","לב העיר 2, קניון עזריאלי",bleeckerbakery.co.il,08-9331055,ישיבה במסעדה,"כשר בד""צ בית יוסף",N,"מסעדה,בית קפה",מודיעין-מכבים-רעות,ירושלים,N,31.899588,35.007620
ביגה,בית קפה  מסעדה חלבית ,"בית קפה,חלבי","א-ה: 08:00-23:00
שישי: 08:00-15:00
שבת: שעה לאחר צאת השבת - 23:00",מתחם פריז נתיבות,biga-bakery.co.il,08-6767683,ישיבה במסעדה,כשר למהדרין,Y,"מסעדה,בית קפה",נתיבות,דרום,N,31.418175,34.594973
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים","א-ה: 08:00-21:00
שישי: 09:00-15:00
שבת: 09:30-20:00",קניון שבעת הכוכבים,gregcafe.co.il/,09-9500569,ישיבה במסעדה,,N,"מסעדה,בית קפה",הרצליה,שרון,N,32.164987,34.823811
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,כריכים-סלטים","א-ה: 08:00-00:00
שישי: 08:00-00:00
שבת: 08:00-00:00",תחנת דלק פז צומת פארק אפק,gregcafe.co.il/,03-5566667,ישיבה במסעדה,,Y,"מסעדה,בית קפה",כפר קאסם,שרון,N,32.109113,34.962439
קפה גרג,בית קפה מסעדה,"בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-22:00
שישי: 08:00-22:00
שבת: 08:00-22:00","סניף המשתלה, בית רימון",gregcafe.co.il/,04-85336224,ישיבה במסעדה,,N,"מסעדה,בית קפה",בית רימון,צפון,N,32.765587,35.359230
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי,כריכים-סלטים","א-ה: 09:00-22:00
שישי: 09:00-13:00
שבת: ",ילדי טהרן 5,gregcafe.co.il/,03-6559896,ישיבה במסעדה,כשר למהדרין,N,"מסעדה,בית קפה",ראשון לציון,מרכז,N,31.984737,34.769461
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,חלבי","א-ה: 
שישי: 
שבת: ",יצחק רבין 17,,03-9234000,ישיבה במסעדה,,N,"מסעדה,בית קפה",פתח תקווה,מרכז,N,32.065335,34.866311
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,צמחוני-טבעוני","א-ה: 08:00-23:00
שישי: 07:45-13:30
שבת: מצאת השבת -23:00",שד' מנחם בגין 30,,03-5504969,ישיבה במסעדה,כשר למהדרין,N,"מסעדה,בית קפה",גבעת שמואל,מרכז,N,32.077553,34.853920
קפה קפה,בית קפה מסעדה- חלבי,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 08:00-23:30
שישי: 08:00-14:00
שבת: 19:00-01:00",אחי אילת 55,www.cafecafe.co.il,04-8404444,ישיבה במסעדה,כשר למהדרין,Y,"מסעדה,בית קפה",קריית חיים תאי דואר,צפון,N,32.818637,35.074811
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,חלבי,כריכים-סלטים","א-ה: 08:30-22:30
שישי: 08:00-15:00
שבת: חצי שעת אחרי צאת השבת עד לקוח אחרון",שייקה אופיר 1,,09-8823129,ישיבה במסעדה,כשר למהדרין,Y,"מסעדה,בית קפה",כפר יונה,שרון,N,32.320626,34.935979
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה","א-ה: 09:00-22:00 יום ב' 09:00-22:30
שישי: 08:00-15:00
שבת: 19:00-00:00",גרנד קניון,,,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",באר שבע,דרום,N,31.250968,34.771845
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים","א-ה: 09:00-22:00
שישי: 08:30-13:30
שבת: ",הגדוד העברי 7,,08-9409888,ישיבה במסעדה,כשרות למהדרין,N,"מסעדה,בית קפה",אשדוד,דרום,N,31.792075,34.639079
קפה קפה,בית קפה מסעדה ,"בית קפה,חלבי","א-ה: 08:00-00:00
שישי: 08:00-13:30
שבת: 20:30-00:00",שדרות הגעתון 35,www.cafecafe.co.il/he/home/a/main,04-9818020,ישיבה במסעדה,"כשר בד""צ",Y,"מסעדה,בית קפה",נהרייה,צפון,N,33.006570,35.093150
ביגה,בית קפה מסעדה חלבית,"בית קפה,חלבי","א-ה: 08:30-23:00
שישי: 08:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",ז'בוטינסקי 72-74,biga-bakery.co.il,052-8966918,ישיבה במסעדה,כשר,N,"מסעדה,בית קפה",פתח תקווה,מרכז,N,32.093309,34.866499
ביגה,בית קפה מסעדה חלבית,"איטלקי,בית קפה,חלבי","א-ה: 08:00-21:00
שישי: 08:30-14:45
שבת: ",שמחה גולן 54 גרנד קניון,biga-bakery.co.il,04-48444780,ישיבה במסעדה,כשר,N,"מסעדה,בית קפה",חיפה,צפון,N,32.789354,35.008866
לנדוור,בית קפה מסעדה,"בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 
שישי: 
שבת: ",המלאכה 21,www.landwercafe.co.il,04-9022040,ישיבה במסעדה,,N,"מסעדה,בית קפה",עפולה,צפון,N,32.602266,35.294170
ביגה,בית קפה מסעדה חלבית,"בית קפה,חלבי,מתוקים-קינוחים","א-ה: 08:30-21:30
שישי: 08:30-14:30
שבת: ",דרך חיפה 30,biga-bakery.co.il,046884333,ישיבה במסעדה,הרבנות קרית אתא - הרב דיסקין,Y,"מסעדה,בית קפה",קריית אתא,צפון,N,32.806107,35.075147
קיטשן בראסרי,בית קפה מסעדה תפריט שף,בית קפה,"א-ה: 09:00-23:00
שישי: 08:30-14:30
שבת: 40 דק' מצאת שבת-לקוח אחרון",רמות ירושלים,gregcafe.co.il/,,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",ירושלים,ירושלים,N,31.816512,35.194400
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה","א-ה: 08:00-23:00
שישי: 08:00-15:00
שבת: ",בן גוריון 105,,08-8567799,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",גדרה,דרום,N,31.804220,34.783842
קרוסלה,בית קפה מסעדה,"בית קפה,חלבי,צמחוני-טבעוני","א-ה: 07:30-20:00
שישי: 07:30- שעה לפני כניסת שבת
שבת: צאת שבת-00:00",בנימין מטודלה 1,,02-6505024,ישיבה במסעדה,כשר צהר,Y,"מסעדה,בית קפה",ירושלים,ירושלים,N,31.772207,35.213296
בנדיקט,ארוחות בוקר לאורך כל היום,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-23:00
שישי: 08:00-23:00
שבת: 08:00-23:00",המשק 1 מתחם ביג,,03-686-8657,ישיבה במסעדה,,Y,"מסעדה,בית קפה",באר שבע,דרום,N,31.243207,34.813670
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי","א-ה: 07:30-22:00
שישי: 
שבת: ","דרך העמק 1, ביג מגדל העמק",gregcafe.co.il/,053-3087903,"ישיבה במסעדה,איסוף עצמי",כשר,Y,"מסעדה,בית קפה",מגדל העמק,צפון,N,32.692715,35.227949
ביגה סטריט,בית קפה מסעדה חלבית,"בית קפה,חלבי,כריכים-סלטים","א-ה: א'-ד' 07:30-23:30 ה' 07:30-01:00
שישי: 07:00-16:00
שבת: חצי שעה מצאת שבת - 00:30",הנשיא ויצמן 48,biga-bakery.co.il,077-3034200,ישיבה במסעדה,כשר למהדרין,N,"מסעדה,בית קפה",טבריה,צפון,N,32.779789,35.504049
ביגה,בית קפה מסעדה חלבית,"בית קפה,חלבי,כריכים-סלטים","א-ה: 09:00-21:30
שישי: 08:00-14:00
שבת: ",שדרות טוביהו דוד 126,biga-bakery.co.il,086385991,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",באר שבע,דרום,N,31.250194,34.772785
בליקר בייקרי,בית קפה ומסעדה איטלקית,"בית קפה,כריכים-סלטים","א-ה: 08:30-21:30
שישי: 08:00-14:00
שבת: חצי שעה מצאת השבת - 22:00",קניון עיר ימים בני ברמן 2,,,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",נתניה,שרון,N,32.278883,34.845725
קפית,בית קפה מסעדה,בית קפה,"א-ה: 08:30-23:00
שישי: 08:30-14:00
שבת: חצי שעה מצאת השבת - 23:00",עמק זבולון 1,www.caffitm.co.il,08-8699623,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",מודיעין-מכבים-רעות,ירושלים,N,31.901247,35.002796
מישקה,ביסטרו בר קפה,"בר-פאב,בית קפה","א-ה: 08:00-23:00
שישי: 08:00-23:00
שבת: 08:00-23:00",קיבוץ יפעת,,04-6548831,ישיבה במסעדה,,Y,"מסעדה,בית קפה",יפעת,צפון,N,32.674731,35.221479
קפה ללוש,בית קפה מסעדה,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:30-23:30
שישי: 08:00-00:00
שבת: 10:00-00:00",החיטה 1 סינמה סיטי,,08-6237337,ישיבה במסעדה,כשר,Y,"מסעדה,בית קפה",באר שבע,דרום,N,31.234048,34.799462
ביגה,בית קפה מסעדה חלבית,"איטלקי,בית קפה,חלבי","א-ה: 08:00-00:00
שישי: 08:00-15:00
שבת: חצי שעה מצאת שבת - 00:00",גולדה מאיר 2,biga-bakery.co.il,04-6100151,ישיבה במסעדה,כשר למהדרין,Y,"מסעדה,בית קפה",קריית ים,צפון,N,32.856022,35.077679
